Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,lang_fasttext,lang_confidence
69694,3NNDJfWMGHuNpvHWTImmlW,Fish Leong,我好嗎? - 太陽如常升起,慢冷,62,289604,False,0.521,0.471,4,-8.247,1,0.0317,0.786,0.0,0.105,0.269,92.054,4,malay,tr,0.2335795760154724
69706,7yLqPKdXQVvFAfyHByAK1Q,Santesh,Kili,Kili,28,216595,False,0.645,0.712,5,-12.176,0,0.145,0.0132,0.000437,0.344,0.627,149.904,4,malay,tr,0.3906151354312897
69803,4cTy9wGYTIk0M2bpducJ2y,Rap Tale;V3K;Haritha Jyothi,Kili,Kili,20,222798,False,0.875,0.588,5,-7.139,0,0.13,0.114,8.62e-05,0.482,0.865,95.028,4,malay,tr,0.3906151354312897
69875,4KSex9N56LdrHa98xP6fej,Franco,Vazhthunnu Njan (Christian Devotional Song),Dinavum Esuvinte Koode,20,351895,False,0.566,0.53,7,-7.315,1,0.0285,0.0619,5.32e-06,0.0929,0.568,144.015,4,malay,tr,0.1678968667984008
69922,3mkg02Z5cUHI8HVCqK7rAW,Najim Arshad,Onam Vannallo,Vazhiyorakkaatte,18,232517,False,0.683,0.693,2,-8.919,1,0.0349,0.39,0.00499,0.193,0.546,104.01,4,malay,tr,0.414385050535202
70049,3WLubatGVRtuQo0AI7qIQD,Ricky Hsiao,秋日思念絮語,慢冷,0,305028,False,0.289,0.328,0,-7.991,1,0.0342,0.883,0.0,0.121,0.258,86.384,4,mandopop,tr,0.2335795760154724
70092,3NNDJfWMGHuNpvHWTImmlW,Fish Leong,我好嗎? - 太陽如常升起,慢冷,62,289604,False,0.521,0.471,4,-8.247,1,0.0317,0.786,0.0,0.105,0.269,92.054,4,mandopop,tr,0.2335795760154724
70305,4XipvtwRgtUrGb2j2l0wNG,Jolin Tsai,城堡,倒帶,54,266146,False,0.57,0.669,5,-3.722,1,0.0279,0.11,0.0,0.085,0.344,130.413,4,mandopop,tr,0.7307745814323425
71538,3jpzdLvSyufByWuvgBNPxU,DEHA INC.,Baskın,Baskın,45,149700,True,0.609,0.935,4,-3.182,1,0.234,0.23,1.42e-05,0.35,0.288,119.974,4,metal,tr,0.946078896522522
71740,28ewfZ6bTCVCNOFEZ1Q7q8,Pentagram,Makina Elektrika,Maymunlar Gezegeni,40,296187,False,0.322,0.981,2,-6.576,1,0.075,3.05e-05,0.483,0.262,0.402,174.884,4,metal,tr,0.7199671864509583
71840,7DT6NuQBHmsSvA1RWuxoeX,Disidente,Y si tuviera disquera,Decidir,42,277533,False,0.368,0.872,5,-4.323,0,0.0318,0.00475,0.0,0.0877,0.558,168.035,4,metal,tr,0.5572749376296997
71985,4CYWDYubFT02pnEvSylECN,Pentagram,MMXII,Doğmadan Önce,38,351773,False,0.572,0.826,11,-4.789,0,0.0725,0.0072,0.00475,0.114,0.327,125.792,4,metal,tr,0.869760274887085
71986,2hUvo9TxVWCbszNphTtNlJ,Malt,Kendi Adını Taşıyan İlk Albüm,Aşkın Gözü,39,237865,False,0.635,0.761,9,-3.992,0,0.0351,0.000538,0.000659,0.307,0.538,139.972,3,metal,tr,0.9199182987213136
73571,0WsROU8CJrMWBukK5IMs4y,I Hate Models,Warehouse Memories,Daydream,49,463700,False,0.431,0.916,11,-8.012,0,0.0602,9.98e-05,0.755,0.396,0.355,135.986,4,minimal-techno,tr,0.1987923681735992
73681,0QcqnnzypeLVOkDrX96w9p,Boris Brejcha,Feuerfalter Special Edition,Paniklevel,40,520320,False,0.85,0.533,9,-10.796,1,0.15,0.0155,0.892,0.107,0.483,125.004,4,minimal-techno,tr,0.7553146481513977
75934,0q59Jkp2k9QEXctrkNokst,Dan Gibson's Solitudes,Desert Retreat,Saguaro Dew,20,744173,False,0.19,0.034,4,-26.14,0,0.0414,0.963,0.575,0.337,0.0381,79.387,3,new-age,tr,0.2456209659576416
78353,7bvuyE21cfzzM3JzRNtyp7,Ikke Hüftgold;Lorenz Büffel,Asamoah,Asamoah,31,192733,False,0.659,0.944,10,-2.854,1,0.0441,0.0127,0.0,0.208,0.682,134.0,4,party,tr,0.2476481944322586
78606,5wOby0SgajxMlOFce5HLyh,voXXclub,Hitmedley,Hitmedley,27,358653,False,0.407,0.936,3,-4.503,1,0.195,0.028,0.0,0.0686,0.6,127.047,4,party,tr,0.3936527669429779
78781,2sZ2ZOH2KWZ9sS60X0BoY1,voXXclub,Rock Mi - Die größten Hits,Hitmedley,25,358653,False,0.407,0.936,3,-4.503,1,0.195,0.028,0.0,0.0686,0.6,127.047,4,party,tr,0.3936527669429779
78982,4IJ011JrNpjcndXCGH854X,Markus Becker;Jörg Lück,Düdeldü,Düdeldü (Original Mix),23,238333,False,0.761,0.826,11,-6.12,1,0.0307,0.00629,6.73e-06,0.02,0.835,135.059,4,party,tr,0.2122874855995178
79432,2d64USUwOGOfA2Zh9gpXqb,Fazıl Say;Serenad Bağcan,Zülfü Livaneli 50. Yıl - Bir Kuşaktan Bir Kuşağa,Yiğidim Aslanım Burda Yatıyor,35,360240,False,0.401,0.214,9,-10.528,0,0.0401,0.969,0.00199,0.121,0.0729,121.477,4,piano,tr,0.9998630881309508
79703,3MHeGswE0BGskmSYhU1n6M,Marika Takeuchi,Daydream,Daydream,47,174893,False,0.434,0.45,6,-16.443,0,0.0437,0.827,0.914,0.1,0.137,179.742,4,piano,tr,0.1987923681735992
79878,5JaEvKVQbXVxqq2S6a1CVj,Fazıl Say;Jamal Aliyev,Hayat Ağacı,"Hayat Ağacı Süiti, Op. 100: III. Ece",29,187541,False,0.291,0.109,10,-20.775,0,0.043,0.986,0.884,0.12,0.229,108.154,3,piano,tr,0.5032715797424316
79968,2DqzdGlNJtimH8XbA173La,Smyang Piano;Bibimbeats,Just a Nap,Stigma,36,158769,False,0.686,0.105,7,-25.182,0,0.036,0.921,0.8,0.131,0.0948,129.985,4,piano,tr,0.1621552556753158
80226,5a11x5PUFvJEadMRqtNtTr,Atif Aslam;Shreya Ghoshal,Tere Naal Love Ho Gaya (Original Motion Picture Soundtrack),Piya O Re Piya,66,292746,False,0.442,0.574,2,-6.394,1,0.0828,0.273,0.0,0.094,0.308,167.857,4,pop-film,tr,0.7023877501487732
80650,0joXv5niso2T8YXWOlIe1X,Chinmayi;Gopi Sundar,Chennai Express,Titli,59,350617,False,0.679,0.421,7,-9.13,0,0.0344,0.685,6.81e-06,0.244,0.65,81.012,4,pop-film,tr,0.2911806404590606
80825,4SLWJ2ff0RHSJOSp2MPIHH,Atif Aslam,Rafta Rafta,Rafta Rafta,58,203750,False,0.647,0.792,11,-5.103,0,0.0372,0.389,1.65e-05,0.147,0.499,96.073,4,pop-film,tr,0.3373115360736847
80883,7m64tTau2Rh6hzVDA1oV6K,Harish Raghavendra,Rajubhai,Evare Nuvvu,56,250866,False,0.813,0.696,10,-6.243,1,0.0363,0.122,0.0,0.104,0.521,119.96,4,pop-film,tr,0.3277750611305237
80938,3geKpJNdURFqbA8OqaR7vr,Neha Bhasin,Current,Atu Nuvve,56,302480,False,0.661,0.655,2,-4.556,0,0.0939,0.604,1.88e-05,0.0881,0.577,164.033,4,pop-film,tr,0.2713249325752258
81604,5DEp8hauuZ45oG38YOkkQq,Pratsofficial,Aziyat,Aziyat,65,221714,False,0.682,0.437,10,-8.655,1,0.0271,0.758,0.00801,0.106,0.233,104.961,4,pop,tr,0.923638105392456
81811,0YxzH0SUc10Vw4yLFqU06I,Saaj Bhatt,Halki Si Barsaat,Halki Si Barsaat,65,212560,False,0.591,0.606,8,-6.977,1,0.066,0.574,0.0,0.06,0.767,82.185,4,pop,tr,0.3438133895397186
81834,1xtlT8C62HToUvB0xmwvyi,Vishal Chandrashekhar;Sai Vignesh,Sita Ramam (Tamil) [Original Motion Picture Soundtrack],Kurumugil,65,218808,False,0.419,0.342,4,-10.985,1,0.0636,0.518,0.0,0.106,0.599,149.798,3,pop,tr,0.6454083323478699
81869,5a11x5PUFvJEadMRqtNtTr,Atif Aslam;Shreya Ghoshal,Tere Naal Love Ho Gaya (Original Motion Picture Soundtrack),Piya O Re Piya,66,292746,False,0.442,0.574,2,-6.394,1,0.0828,0.273,0.0,0.094,0.308,167.857,4,pop,tr,0.7023877501487732
84128,1ZLExfqDJGcoZfc6l1vDws,Flört,Cemiyette Pişiyoruz,Bir Tek Sen Gelmedin,49,261373,False,0.611,0.7,9,-7.966,0,0.0302,0.00181,0.00248,0.291,0.707,145.943,4,psych-rock,tr,0.7328442335128784
84178,26g90nfKw79y5ZcRRqHLCz,Cem Karaca,Haykırış,Çökertme,43,181973,False,0.629,0.521,6,-9.27,1,0.0378,0.285,0.0,0.125,0.615,124.178,4,psych-rock,tr,0.4557056128978729
84192,294JL3Xexu3sVRH9tpn60G,Rana Alagöz;Selçuk Alagöz,Biz Sizin Şarkılarınızla Büyüdük,Aşkın Gözü Kör Mü,47,210560,False,0.477,0.789,4,-5.426,0,0.0699,0.537,0.0,0.325,0.856,87.798,4,psych-rock,tr,0.891075849533081
84219,2fbHtVGsYXL95MRdGkEL5R,Mavi Işıklar,Mavi Işıklar - Türk Pop Tarihi,Sevgilim,39,203600,False,0.404,0.448,4,-10.731,0,0.0305,0.724,0.906,0.1,0.584,98.503,4,psych-rock,tr,0.671341061592102
84243,1IIRFdnVhwx0VMOZ9cDfkd,Rana Alagöz;Selçuk Alagöz,Biz Sizin Şarkılarınızla Büyüdük,Her Şey Bitmiştir Artık,41,180120,False,0.216,0.663,9,-8.324,0,0.0474,0.64,0.000842,0.227,0.891,199.214,3,psych-rock,tr,0.9973827004432678
84244,6TiiDZgtQ3xJLWzrGBWDmc,Kamuran Akkor,Sev Yeter,Beni Kaybettin Artık,43,256673,False,0.444,0.684,0,-6.525,0,0.0379,0.658,0.000145,0.315,0.483,149.361,3,psych-rock,tr,0.9115662574768066
84252,4DsjiElZzrVRJZv1nFoqV8,Barış Manço,Hal Hal,Kol Düğmeleri,37,258133,False,0.257,0.193,0,-18.953,0,0.032,0.761,0.000304,0.0621,0.171,78.461,3,psych-rock,tr,0.9424042105674744
84263,53XpYnPMm9sDql7MDj97yJ,Barış Manço,Dağlar Dağlar / Barış Manço Klasikleri,Kol Düğmeleri,38,206452,False,0.379,0.438,8,-8.725,1,0.0349,0.00191,3.35e-05,0.311,0.426,163.704,3,psych-rock,tr,0.9424042105674744
84284,0PHfHk7nElZ2EX7phkuTwl,Cem Karaca,"Cem Karaca'nın Apaşlar, Kardaşlar, Moğollar, Ferdy Kleine'a Teşekkürleriyle",Unut Beni,38,243693,False,0.393,0.454,5,-15.335,1,0.0385,0.127,2.72e-05,0.375,0.42,95.628,4,psych-rock,tr,0.6958746314048767
84286,31EjsvYbdnPtvzSKr5TXqo,Cem Karaca;Kardaslar,Anadolu Efsaneleri,Üryan Geldim,38,257666,False,0.487,0.629,4,-11.938,0,0.0624,0.0316,0.79,0.0775,0.678,93.101,4,psych-rock,tr,0.7810261845588684
84294,5v0kY5pPWOL5mUCmq4jHUB,Cem Karaca,Merhaba Gençler,Hep Kahır,37,321146,False,0.297,0.626,4,-6.432,0,0.0629,0.728,3.54e-05,0.0864,0.496,67.926,4,psych-rock,tr,0.733751118183136
84297,0UY3deGYcjFNhWFfXvIaTM,Barış Manço,"Mançoloji, Vol. 1",İşte Hendek İşte Deve,37,212662,False,0.683,0.835,5,-10.584,1,0.0404,0.218,0.000584,0.254,0.784,93.012,4,psych-rock,tr,0.991902232170105
84308,56FA9CiYOfJrhuMbhBzFRZ,Barış Manço,Mega Manço,Ayrılık,36,303400,False,0.393,0.27,7,-11.878,0,0.0305,0.814,0.0,0.217,0.297,145.981,3,psych-rock,tr,0.9981069564819336
84330,7Iq4OoCY6HYKgbOFmJKuPb,Cem Karaca,Haykırış,Sakın Reddetme,36,298280,False,0.688,0.261,9,-21.239,0,0.048,0.846,0.0017,0.133,0.605,130.144,4,psych-rock,tr,0.995722234249115
84337,1YfTEptpSZ3lCZDZcuqjEE,Asu Maralman,Yalanmış - Yalnızlık,Yalanmış,37,181280,False,0.578,0.737,0,-4.463,0,0.0342,0.621,0.0,0.69,0.734,102.909,4,psych-rock,tr,0.9949319958686828
84342,0P2oeUu1Qc6bnMeafezTNp,Barış Manço,24 Ayar,Söyle Zalim Sultan,36,242933,False,0.629,0.569,7,-13.987,0,0.0464,0.334,0.0,0.305,0.699,101.082,4,psych-rock,tr,0.6485953330993652
84345,22URSyxKPT9jJDZ7ggsaBL,Flört,Anadolu Beat,Dün Trt'de İzledim,35,165573,False,0.681,0.759,7,-6.597,0,0.0557,0.107,0.0,0.784,0.696,140.364,4,psych-rock,tr,0.99546080827713
84348,0ZdSZBV8sg0C2sZSPJJSgU,Şençalar Kardeşler,Modern Sazlardan Oyun Havaları,Fesuphanallah - Enstrümantal,36,216093,False,0.634,0.638,10,-13.904,1,0.0274,0.23,0.613,0.185,0.962,130.402,4,psych-rock,tr,0.3363180160522461
84361,1zfx0KZWQBKsBvQVDgS2Ic,Cem Karaca,Cemaz-Ûl-Evvel (Güldeste),Lümüne,35,278600,False,0.352,0.301,3,-15.009,1,0.0353,0.893,0.783,0.115,0.217,106.399,3,psych-rock,tr,0.9515467286109924
84362,2ib4hjaOI9NB8S19GNXdVQ,Barış Manço,Sözüm Meclisten Dışarı,Cacık,35,227160,False,0.485,0.253,4,-17.857,0,0.571,0.745,0.000741,0.0901,0.338,73.208,3,psych-rock,tr,0.4605928659439087
84370,5JzM7QO7lYUaCkechDWAeG,Barış Manço,Hal Hal,Bahçede Hanımeli,34,128733,False,0.405,0.0659,5,-20.696,0,0.0599,0.971,0.0,0.181,0.219,120.961,4,psych-rock,tr,0.9758273959159852
84372,0IbxYezgSiAdgYkFe478RG,Cem Karaca,"Cem Karaca Anısına, Vol. 3",Çökertme,34,181973,False,0.622,0.522,6,-9.232,1,0.0368,0.316,1.18e-06,0.126,0.57,124.278,4,psych-rock,tr,0.4557056128978729
84375,4ZXnijgLByTyPopgdPhizz,Selda Bağcan,Türkülerimiz 6 - Unutursun Mihribanım,Acem Kızı,35,279066,False,0.508,0.309,7,-10.441,1,0.058,0.854,0.00153,0.213,0.263,130.17,3,psych-rock,tr,0.916822910308838
84385,6dQDk0BjDkNUVpUvV1daYu,Cem Karaca,Nerde Kalmıştık,Herkes Gibisin,34,241946,False,0.228,0.394,9,-13.418,0,0.0445,0.189,0.0,0.0909,0.321,199.902,4,psych-rock,tr,0.5888667106628418
84388,3H8txkFElEd3XYe8ubIHuE,Flört,Bu Havalarda Dönme Bana (Live 2019),Bu Havalarda Dönme Bana - Live 2019,34,242809,False,0.533,0.649,2,-9.972,0,0.0345,0.0933,4.63e-05,0.522,0.446,80.357,4,psych-rock,tr,0.8710715174674988
84389,6OWBeYXQndfQOb0qdPHtpi,Flört,Cemiyette Pişiyoruz,Cemiyette Pişiyoruz,35,273133,False,0.744,0.688,2,-6.893,1,0.033,0.155,0.0,0.133,0.647,136.097,4,psych-rock,tr,0.9993552565574646
84393,4trEYmH1XLvRC6XNkPpOMK,Cem Karaca,"Ölümsüzler, Vol. 3",Dadaloğlu,34,278506,False,0.311,0.306,6,-22.672,0,0.0552,0.602,0.0248,0.121,0.392,92.322,4,psych-rock,tr,0.7187520265579224
84395,027vx3TVLFM1pIWDQFTfnY,Barış Manço,"Mançoloji, Vol. 1",Aynalı Kemer,35,198452,False,0.668,0.427,0,-9.56,0,0.036,0.739,0.0,0.121,0.551,82.017,4,psych-rock,tr,0.8361220955848694
84396,3LFtEjrATVIto4eOL1SqTC,Flört,Demli,Sevmez Olaydım,34,257959,False,0.63,0.822,7,-5.712,0,0.049,0.021,8.53e-05,0.116,0.944,129.869,4,psych-rock,tr,0.987844169139862
84420,6p5px9kCJlTCybpWXHIcW3,Cem Karaca,Bindik Bir Alamete,Ölüm,33,407928,False,0.331,0.845,9,-5.827,0,0.108,0.0025,0.00097,0.109,0.573,159.753,4,psych-rock,tr,0.959764301776886
84424,3kJT7hlwvSFqNwiANnncke,Barış Manço,Mançoloji 2,Gül Bebeğim,33,320104,False,0.595,0.43,9,-9.783,0,0.0317,0.804,0.0,0.166,0.643,144.132,4,psych-rock,tr,0.9994006156921388
84429,4jsj3iF99v2APjfWdUFBZ9,Cem Karaca,"Ölümsüzler, Vol. 3",Karacaoğlan,33,157120,False,0.539,0.2,5,-20.635,0,0.0437,0.422,0.0,0.155,0.339,99.59,4,psych-rock,tr,0.5413579344749451
84442,0VaIWNqKPjXCfiv3wtKX6P,Asu Maralman,Asu Maralman (Türk Pop Tarihi),Şarkılar Yazdım,34,184440,False,0.507,0.583,5,-8.995,0,0.0326,0.641,4.14e-05,0.35,0.714,104.981,4,psych-rock,tr,0.9980144500732422
84443,4zuTDWD2POZwKDvhJQoajs,Cem Karaca,Merhaba Gençler,Canım Benim,33,366626,False,0.526,0.673,2,-9.658,1,0.0286,0.716,0.00126,0.125,0.569,136.912,4,psych-rock,tr,0.998005509376526
84488,7JyqviTawzZyzVohodZi7f,Mavi Işıklar,Mavi Işıklar - Türk Pop Tarihi,Benim Dünyam Sensin,32,166373,False,0.395,0.627,5,-7.991,1,0.0292,0.122,0.0089,0.357,0.764,103.944,4,psych-rock,tr,0.8268702030181885
84490,3waNdoD0Ioj5PMb9S9NrjU,Ersen ve Dadaşlar,Geçti Bor'un Pazarı Sür Eşeği Niğde'ye,Kendim Ettim Kendim Buldum,32,352130,False,0.441,0.498,8,-15.056,0,0.141,0.546,6.02e-05,0.0975,0.429,106.43,4,psych-rock,tr,0.912796437740326
84491,2QD87WzfqnNWwiKNCEgJSq,Asu Maralman,Asu Maralman (Türk Pop Tarihi),Yollar,33,170026,False,0.679,0.587,7,-9.455,0,0.186,0.225,0.0,0.128,0.775,139.914,4,psych-rock,tr,0.2682898640632629
84498,2tvGPQ3qP0xi94hqAPewsn,Cem Karaca,Merhaba Gençler,Yarım Porsiyon Aydınlık,32,168040,False,0.54,0.659,4,-8.48,0,0.0274,0.452,2.15e-06,0.219,0.727,108.569,3,psych-rock,tr,0.9889839291572572
84521,5PffgchZakXQs8Err8EsXw,Cem Karaca,Haykırış,Kara Sevda,32,258626,False,0.367,0.756,2,-7.948,0,0.0333,0.0617,0.695,0.274,0.84,93.913,4,psych-rock,tr,0.5063581466674805
84524,6Uf8ZC3ZTEl4DAtYDyBpen,Cem Karaca,"Cem Karaca'nın Apaşlar, Kardaşlar, Moğollar, Ferdy Kleine'a Teşekkürleriyle",Bir Of Çeksem,31,206866,False,0.363,0.652,9,-10.658,0,0.0593,0.812,0.0143,0.127,0.754,117.783,4,psych-rock,tr,0.9853854179382324
84530,19aQau4K06guONwJ3vTmEY,Cem Karaca,Nerde Kalmıştık,Sen Duymadın,31,184320,False,0.713,0.751,7,-11.793,1,0.0738,0.197,0.0,0.0807,0.602,104.034,4,psych-rock,tr,0.9719261527061462
84531,3PydQylzb5E2XDLQS0UIbf,Cem Karaca,Bindik Bir Alamete,Yolumuz Gurbete Düştü,31,357642,False,0.584,0.902,9,-6.129,1,0.0731,0.00477,1.52e-05,0.18,0.636,113.984,4,psych-rock,tr,0.9832401275634766
84536,1xUrARGhggaxXG6gBsB5NH,Cem Karaca,Cem Karaca Koleksiyon,Ay Karanlık,31,185160,False,0.36,0.745,9,-5.07,0,0.0347,0.00028,0.0713,0.212,0.695,99.761,3,psych-rock,tr,0.8007838726043701
84562,32may5wXbW4koOYwWgoVKu,Cem Karaca;Moğollar,2.2.1973 Ankara,İhtiyar Oldum,30,257277,False,0.607,0.305,2,-15.432,0,0.0321,0.0153,0.0467,0.203,0.53,108.901,5,psych-rock,tr,0.7886365652084351
84567,6sUVOYnfCU5yLS4R7Liwk8,Cem Karaca,Anadolu Rock Efsaneleri,Bu Son Olsun,30,168000,False,0.447,0.73,4,-2.528,0,0.0365,0.749,0.000252,0.137,0.712,94.799,1,psych-rock,tr,0.6748394966125488
84579,4edIMGnIt3ocTdGhWXdbDY,Flört,Cemiyette Pişiyoruz,İstanbul,31,293520,False,0.506,0.541,0,-8.49,0,0.0249,0.0355,8.9e-06,0.17,0.326,95.972,4,psych-rock,tr,0.8619905114173889
84583,15IMzu8xsqAnKUqF0k6PZh,Cem Karaca,"Ölümsüzler, Vol. 3",O Leyli,31,154120,False,0.408,0.221,9,-23.524,0,0.0397,0.755,0.0464,0.119,0.44,82.168,4,psych-rock,tr,0.2481952458620071
84588,0yy6nOujCX3KC9ABSCBrB6,Erkut Taçkın,En İyileriyle Erkut Taçkın,Beyaz Ev,30,231173,False,0.285,0.651,1,-5.52,1,0.035,0.503,0.0,0.529,0.467,99.577,4,psych-rock,tr,0.7714690566062927
84590,4tR3ibjr301p10ektMbt9G,Barış Manço,Sarı Çizmeli Mehmet Ağa,Yine Yol Göründü,30,197638,False,0.717,0.384,4,-11.948,1,0.0366,0.825,0.0299,0.146,0.657,89.75,4,psych-rock,tr,0.9727640748023988
84614,2TpAQv8el546kNSoS0Iknt,Selda Bağcan,Yürüyorum Dikenlerin Üstünde,Felek Çakmağını Üstüme Çaktı,30,240512,False,0.506,0.28,5,-14.007,1,0.0352,0.835,9.97e-06,0.0741,0.567,132.991,4,psych-rock,tr,0.9922417998313904
84636,5HS9wef9NwgDLjQPfHyIjz,Barış Manço,Estağfurullah Ne Haddimize!,Geçti Dost Kervanı,30,257799,False,0.544,0.247,7,-17.118,0,0.0348,0.881,0.000699,0.087,0.416,94.426,3,psych-rock,tr,0.9447254538536072
84645,0wW8F5wJKzdaeFrIfCLJ39,Asu Maralman,Asu Maralman (Türk Pop Tarihi),Aşk Çiçeği,30,141066,False,0.423,0.512,2,-7.374,1,0.0319,0.669,0.0,0.764,0.544,98.564,4,psych-rock,tr,1.0000251531600952
84648,4ObQ5sbaP5PDCSfv1y6RdT,Kamuran Akkor,Sev Yeter,Ben Sarhoş Oldum,31,210744,False,0.568,0.659,1,-6.318,0,0.0356,0.682,9.55e-06,0.275,0.416,103.308,4,psych-rock,tr,0.9326606392860411
84649,6TdYimjBFDREtq8Tp5L7uZ,Rana Alagöz;Selçuk Alagöz,Biz Sizin Şarkılarınızla Büyüdük,Ateş Bacayı Sarmış,30,227466,False,0.483,0.526,2,-9.212,1,0.0332,0.422,0.0,0.126,0.91,150.601,3,psych-rock,tr,0.932206392288208
84666,6I7BB2JD3uxXFfyAyez9ix,Barış Manço,1962-1963,Kızılcıklar Oldumu,29,135126,False,0.554,0.395,7,-9.782,1,0.0309,0.986,0.00333,0.104,0.814,144.646,4,psych-rock,tr,0.8133918642997742
84675,6rehXBeRiXor3nSlkBDc4v,Cem Karaca,Konser Kayıtları,Tamirci Çırağı - Live,29,347161,False,0.36,0.475,9,-18.628,0,0.133,0.263,0.00701,0.436,0.406,103.894,3,psych-rock,tr,0.4683006107807159
84677,36apgR5VMBXhqeeZoC7kf4,Kramp,İstanbul Sokakları,İstanbul Sokakları,30,359706,False,0.225,0.809,4,-7.642,0,0.0684,0.0314,0.364,0.134,0.176,152.996,4,psych-rock,tr,0.9281561374664308
84680,2Pz9nDcEruL63jihiedMp3,Flört,Hücum Kayıtlar,Yola Devam,29,374177,False,0.662,0.502,0,-9.719,0,0.0265,0.168,0.0647,0.119,0.356,92.013,4,psych-rock,tr,0.4043261110782623
84686,59o4pE08TLN8sUoq1HAv0D,Modern Folk Üçlüsü;Tanju Okan;Nilüfer,40 Yılın Öyküsü,Kim Ayırdı Sevenleri,29,193560,False,0.464,0.4,4,-11.166,0,0.036,0.17,3.61e-06,0.097,0.527,85.298,4,psych-rock,tr,0.9749311208724976
84701,4qjwruCjh7Bx9GEzVQm918,Selda Bağcan;Otnicka,Gesi Bağları,Gesi Bağları,32,232378,False,0.835,0.598,1,-8.519,1,0.331,0.62,0.821,0.0979,0.211,107.998,4,psych-rock,tr,0.9636216759681702
84722,5QhH0fX7aEhqeNp2TGF5lz,Flört,Onun Adı Hasan,Onun Adı Hasan,28,241957,False,0.427,0.79,7,-7.141,0,0.0469,0.05,5.98e-06,0.131,0.44,98.065,4,psych-rock,tr,0.9927455186843872
84727,5qHHMrS7MnxayRuf6wXqUV,3 Hürel,Efsane Yeniden,Sana Değmez,28,294373,False,0.511,0.364,7,-16.941,0,0.0444,0.0782,0.435,0.0745,0.543,160.043,4,psych-rock,tr,0.9349861145019532
84743,4JKYLpDjwWQIM2ObCurZal,Rana Alagöz,Herşey Bitmiştir Artık,Herşey Bitmiştir Artık,29,173611,False,0.21,0.722,2,-6.05,0,0.0652,0.673,0.00211,0.407,0.8,201.905,3,psych-rock,tr,0.9607571363449096
84763,0GbxcbGWZyccF5vGGp4yYF,Flört,Cemiyette Pişiyoruz,Şakalar,28,275240,False,0.638,0.481,9,-9.643,0,0.0267,0.199,0.000335,0.0991,0.503,115.938,4,psych-rock,tr,0.4396896064281463
84783,4xZtXNZs2xYOmlDDRzQub6,Cem Karaca,Anadolu Efsaneleri,Oğluma,28,321586,False,0.534,0.471,2,-16.781,0,0.0517,0.0552,0.000862,0.209,0.704,164.846,4,psych-rock,tr,0.441089928150177
84792,51qOpMbDTPkyHpbmDq0eDr,Asu Maralman,Asu Maralman (Türk Pop Tarihi),Bana Güzel Bir Şey Şöyle,28,206226,False,0.224,0.455,9,-9.499,0,0.0346,0.647,0.000303,0.876,0.451,84.4,4,psych-rock,tr,0.9978938698768616
84794,1cXjoMq3L1uxuq0m11ApMT,Kamuran Akkor,Kraliçe Ve Müzik,Üstüme Düşme Benim,29,361023,False,0.323,0.688,5,-4.399,0,0.0324,0.571,8.08e-05,0.07,0.525,103.199,4,psych-rock,tr,0.9875418543815612
84820,2HNIknCF59i1QoXzQUM7cw,3 Hürel,1953 Hürel,Ağlarsa Anam Ağlar,27,237906,False,0.749,0.512,10,-8.945,0,0.0391,0.274,0.0138,0.102,0.813,99.67,4,psych-rock,tr,0.6954925656318665
84825,3c06k9x6MHHdPQi3ix68yF,The Lovin' Spoonful,Daydream,Daydream,61,139093,False,0.822,0.332,1,-11.369,1,0.0506,0.834,0.0,0.11,0.834,110.802,4,psych-rock,tr,0.1987923681735992
84829,7pYnLi9vlykbyjBvqvLNGD,Selda Bağcan,"40 Yılın 40 Şarkısı, Vol.2",İnce İnce Bir Kar Yağar,28,225693,False,0.407,0.715,9,-6.788,0,0.0461,0.11,0.000134,0.177,0.426,87.677,4,psych-rock,tr,0.6748085021972656
84861,45LpIgOnh3OryDAuYXqTkp,Barış Manço,Hal Hal,Çıt Çıt Çedene,27,235426,False,0.683,0.506,5,-17.159,1,0.095,0.599,0.0,0.065,0.894,82.515,4,psych-rock,tr,0.943277895450592
84864,5ItGjXlC75eSKjlk6lIccr,Barış Manço,Hal Hal,Eski Bir Fincan,27,253906,False,0.732,0.245,7,-22.572,1,0.0688,0.436,7.55e-05,0.117,0.924,152.179,4,psych-rock,tr,0.6376882791519165
84871,0radOSkTcaqAbENRedC5bK,Barış Manço,Değmesin Yağlı Boya,Süper Babaanne,27,320066,False,0.54,0.569,2,-12.95,1,0.0625,0.553,0.0,0.329,0.711,121.838,4,psych-rock,tr,0.3562757074832916
84873,1QacMrZTHc8EUIbIAp6qKO,Kramp,İstanbul Sokakları,Bir Dünya Arıyorum,27,327493,False,0.331,0.701,2,-8.568,1,0.0395,0.0989,0.000497,0.146,0.457,117.047,4,psych-rock,tr,0.9999716281890868
84874,4KQ8xXm9v7sF7ZeSWywiKs,Cem Karaca;Dervişan,1 Mayıs - Durduramayacaklar Halkın Coşkun Akan Selini,1 Mayıs,26,246780,False,0.463,0.449,1,-16.716,1,0.101,0.921,0.121,0.128,0.504,145.982,4,psych-rock,tr,1.000043869018555
